MSZoning;LotArea;Neighborhood;BldgType;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;TotalBsmtSF;HeatingQC;CentralAir;GrLivArea;TotRmsAbvGrd;GarageCars;YrSold;SalePrice
RL;11475;NWAmes;1Fam;6;6;1975;1975;Gable;713;TA;Y;1552;6;2;2006;179900
RL;6960;NAmes;1Fam;4;6;1970;1970;Gable;864;TA;Y;864;5;2;2009;120500
RL;9808;CollgCr;1Fam;7;5;2002;2002;Gable;1573;Ex;Y;1573;6;2;2009;227000
RL;12420;CollgCr;1Fam;7;5;2001;2001;Gable;944;Ex;Y;1840;6;2;2009;230000
RL;10410;OldTown;1Fam;5;7;1916;1987;Gable;660;Ex;Y;1656;8;1;2009;135000
RL;6979;OldTown;Duplex;6;5;1980;1980;Gable;1056;Gd;Y;1056;4;2;2010;144000
RL;8544;NAmes;Duplex;3;4;1950;1950;Gable;0;Gd;N;1040;6;2;2006;93500
RL;7558;Crawfor;1Fam;6;6;1928;1950;Gable;896;Gd;Y;1913;9;2;2009;177000
RL;13907;Edwards;1Fam;5;6;1940;1969;Gable;996;Ex;Y;996;6;0;2008;108000
RL;9600;NAmes;1Fam;6;8;1950;2005;Gable;856;Ex;Y;1668;6;1;2009;140000
RL;5400;OldTown;1Fam;4;6;1920;1950;Gable;840;Ex;Y;1374;6;1;2009;105000
RM;9600;OldTown;1Fam;7;7;1925;1990;Gable;728;Ex;Y;1641;6;2;2006;178000
RL;19138;Gilbert;1Fam;4;5;1951;1951;Gable;864;Ex;Y;864;4;2;2010;141000
RL;8740;Sawyer;1Fam;5;6;1982;1982;Hip;840;TA;Y;860;4;2;2009;137000
RL;12244;Timber;1Fam;8;5;2003;2003;Hip;1482;Ex;Y;2262;10;3;2008;305000
RL;10000;NAmes;1Fam;6;6;1962;1962;Hip;1116;TA;Y;1116;5;2;2010;160000
RL;7314;CollgCr;1Fam;7;5;2007;2007;Gable;1232;Ex;Y;1232;6;2;2009;194500
RL;6305;Crawfor;1Fam;5;7;1938;1950;Gable;920;Ex;Y;954;5;1;2007;119750
RM;13500;OldTown;1Fam;10;9;1893;2000;Gable;1237;Gd;Y;2775;9;2;2008;325000
FV;10625;Somerst;1Fam;7;5;2005;2005;Gable;1026;Ex;Y;1958;9;3;2008;250000
RL;7200;NAmes;Duplex;4;5;1949;1950;Gable;0;Fa;N;1040;6;2;2009;90000
RL;7758;Sawyer;1Fam;5;7;1962;2001;Gable;999;Gd;Y;999;6;1;2007;132500
RL;7252;Sawyer;1Fam;5;5;1982;1982;Hip;858;TA;Y;858;5;2;2009;134900
RL;4590;NridgHt;Twnhs;8;5;2006;2006;Gable;1554;Ex;Y;1554;6;2;2007;209500
RL;9480;NAmes;1Fam;5;7;1942;1995;Gable;728;Ex;Y;1644;7;1;2007;146500
RL;9020;NAmes;1Fam;6;5;1964;1964;Gable;1248;TA;Y;1350;6;2;2008;168500
RL;14442;Crawfor;1Fam;6;7;1957;2004;Hip;1477;Ex;Y;1839;7;2;2007;257500
RL;12546;NWAmes;1Fam;6;7;1981;1981;Gable;1440;Ex;Y;1440;7;2;2007;182900
RL;10402;CollgCr;1Fam;7;5;2009;2009;Gable;1226;Ex;Y;1226;6;3;2010;198900
RL;7024;Edwards;1Fam;4;5;2005;2005;Gable;1132;Ex;Y;1132;5;2;2008;176000
RL;9247;NAmes;1Fam;6;6;1962;1962;Gable;858;Ex;Y;1716;8;2;2008;171000
RL;11317;CollgCr;1Fam;7;5;2003;2003;Gable;840;Ex;Y;1668;8;2;2007;180000
RL;53504;StoneBr;1Fam;8;5;2003;2003;Hip;1650;Ex;Y;3279;12;3;2010;538000
RL;8199;CollgCr;1Fam;7;5;2005;2005;Gable;728;Ex;Y;1456;7;2;2008;189000
RL;8777;Edwards;1Fam;5;7;1910;1950;Gable;796;Gd;Y;796;4;0;2008;85000
RM;10440;OldTown;1Fam;5;6;1910;1981;Gable;440;Gd;Y;1230;5;2;2009;110000
RM;6402;IDOTRR;1Fam;5;5;1920;1950;Gable;596;TA;N;1192;6;1;2009;78000
RL;14774;NoRidge;1Fam;9;5;1999;1999;Gable;1393;Ex;Y;2599;10;3;2010;333168
RM;1491;MeadowV;TwnhsE;4;6;1972;1972;Gable;630;Ex;Y;630;3;0;2010;75500
RL;7750;Gilbert;1Fam;7;5;2000;2000;Gable;384;Ex;Y;1430;7;2;2010;180000
RH;8400;SawyerW;1Fam;4;4;1950;1950;Gable;721;Gd;Y;841;4;1;2009;82000
RL;15602;Crawfor;1Fam;7;8;1959;1997;Gable;1501;TA;Y;1801;6;2;2010;289000
RL;16196;SawyerW;1Fam;7;5;1998;1998;Gable;1482;Ex;Y;1494;5;2;2007;215000
RL;13053;BrkSide;1Fam;6;7;1923;2000;Gambrel;833;Gd;Y;1848;8;2;2008;207000
RM;11340;OldTown;2fmCon;4;6;1885;1950;Gable;777;Gd;Y;2290;11;2;2010;122500
FV;2160;Somerst;Twnhs;7;5;1999;2000;Gable;600;Ex;Y;1252;4;2;2008;160000
FV;2117;Somerst;Twnhs;6;5;2000;2000;Gable;756;Ex;Y;1573;5;2;2010;177500
RM;5250;OldTown;1Fam;8;5;1872;1987;Gable;684;Fa;N;2358;8;0;2008;122000
RL;10011;NAmes;1Fam;5;6;1957;1996;Gable;1070;TA;Y;1236;6;1;2006;134450
RL;11512;Edwards;1Fam;6;7;1959;2006;Gable;1019;Gd;Y;1357;5;1;2008;177000
RL;14892;Gilbert;1Fam;9;5;2006;2007;Gable;1746;Ex;Y;1746;7;3;2009;377500
RL;15576;Crawfor;1Fam;6;7;1915;1976;Gable;840;Ex;Y;1680;8;1;2008;177000
RL;9200;NoRidge;1Fam;8;5;1998;1998;Gable;1470;Gd;Y;2630;8;3;2008;315000
RL;13400;NAmes;1Fam;5;5;1966;1966;Gable;1024;TA;Y;1086;6;2;2006;159950
RL;7763;NAmes;1Fam;5;7;1962;1980;Gable;931;TA;Y;1283;6;2;2008;140000
RM;6900;IDOTRR;1Fam;5;6;1940;1955;Gable;740;Ex;Y;778;4;1;2008;120500
RL;5687;SWISU;2fmCon;5;6;1912;2000;Gable;780;Ex;N;1716;9;0;2008;135900
RL;164660;Timber;2fmCon;5;6;1965;1965;Gable;1499;Ex;Y;1786;7;2;2008;228950
RL;3196;Blmngtn;TwnhsE;8;5;2003;2003;Gable;1273;Ex;Y;1456;7;2;2006;215000
RL;10475;CollgCr;1Fam;8;5;2008;2008;Gable;1694;Ex;Y;1694;7;3;2010;245350
RL;10142;SawyerW;1Fam;7;5;2004;2004;Gable;956;Ex;Y;2084;8;2;2010;233000
RH;7136;Crawfor;Duplex;6;6;1946;1950;Gable;979;TA;N;1958;8;2;2007;145000
RL;9150;NAmes;1Fam;6;5;1962;1962;Gable;1099;Gd;Y;1431;6;1;2008;165000
RL;7052;NridgHt;TwnhsE;7;5;2005;2005;Gable;1364;Ex;Y;1364;6;2;2006;185850
RL;18800;NWAmes;1Fam;6;5;1976;1976;Gable;796;TA;Y;1574;6;2;2006;190000
RL;10784;Gilbert;1Fam;7;5;1991;1992;Gable;384;Gd;Y;1472;7;2;2007;160000
RL;5395;StoneBr;TwnhsE;8;5;1993;1993;Gable;1337;Gd;Y;1337;5;2;2008;180000
RL;6600;Mitchel;1Fam;5;8;1982;2003;Gable;816;Ex;Y;816;4;2;2008;138000
FV;9375;Somerst;1Fam;8;5;2003;2004;Hip;1053;Ex;Y;1992;9;2;2008;250000
RL;10335;Sawyer;1Fam;5;6;1968;1993;Gable;1461;Gd;Y;1721;7;2;2006;180000
RM;1680;BrDale;Twnhs;6;8;1972;2007;Gable;483;Gd;Y;987;5;1;2009;118000
RL;13214;Timber;1Fam;9;5;2008;2009;Hip;2002;Ex;Y;2018;10;3;2010;378500
RL;21780;Edwards;1Fam;6;7;1918;1950;Gable;1163;Ex;Y;1674;8;2;2008;185000
RL;9738;Edwards;1Fam;5;7;1924;1950;Gable;784;Gd;Y;1221;7;1;2006;104900
RL;2448;NridgHt;Twnhs;7;5;2003;2004;Gable;764;Ex;Y;1626;6;2;2008;154000
RL;11988;Crawfor;1Fam;6;7;1934;1995;Hip;715;Fa;Y;1660;6;1;2008;188700
RM;10690;IDOTRR;1Fam;5;7;1920;1997;Hip;672;Gd;Y;1344;6;1;2009;147000
RL;7658;NridgHt;TwnhsE;9;5;2005;2005;Hip;1752;Ex;Y;1752;6;2;2010;319900
RL;5500;OldTown;1Fam;4;6;1956;1956;Gable;882;Ex;Y;882;4;0;2007;103200
RM;5400;OldTown;1Fam;6;7;1926;2004;Gable;1149;Gd;Y;1616;5;1;2007;152000
RL;11717;NWAmes;1Fam;6;6;1970;1970;Hip;1442;TA;Y;1442;6;2;2009;185000
RL;9490;NAmes;1Fam;6;7;1941;1950;Gable;806;TA;Y;1578;5;1;2006;133000
RL;10261;Gilbert;1Fam;6;5;2000;2000;Gable;936;Ex;Y;1792;8;2;2008;186500
RL;8750;CollgCr;1Fam;6;5;1998;1998;Gable;804;Ex;Y;1682;7;2;2010;200500
RL;6240;NridgHt;TwnhsE;8;5;2006;2006;Hip;1324;Ex;Y;1324;6;2;2009;254000
RL;8521;Sawyer;1Fam;5;5;1967;1967;Gable;912;TA;Y;912;5;1;2010;125000
RL;8816;ClearCr;1Fam;6;7;1971;1971;Gable;1010;Gd;Y;1052;6;2;2010;155000
RL;13680;Edwards;1Fam;3;5;1955;1955;Hip;0;Ex;Y;1733;8;2;2009;139600
RL;10152;NAmes;1Fam;5;5;1956;1956;Hip;1048;TA;Y;1048;6;1;2007;135000
RL;10665;CollgCr;1Fam;7;5;2003;2003;Gable;1453;Ex;Y;1479;7;2;2007;226000
RL;6762;CollgCr;1Fam;7;5;2006;2006;Gable;1187;Ex;Y;1208;6;2;2010;206000
RL;21695;Crawfor;1Fam;6;9;1988;2007;Hip;880;Ex;Y;1680;5;2;2009;222000
RL;10437;NoRidge;1Fam;8;6;1995;1995;Hip;2109;Ex;Y;2113;7;3;2008;350000
RL;9477;NAmes;1Fam;5;5;1966;1966;Gable;864;TA;Y;892;5;1;2008;110000
RL;16158;StoneBr;1Fam;7;5;2005;2005;Hip;1530;Ex;Y;1530;7;2;2009;260000
RL;70761;ClearCr;1Fam;7;5;1975;1975;Gable;1533;TA;Y;1533;5;2;2006;280000
RL;11584;NWAmes;1Fam;7;6;1979;1979;Hip;539;TA;Y;1725;6;2;2007;197000
RL;9790;NWAmes;1Fam;6;5;1967;1967;Gable;1372;TA;Y;1342;7;2;2009;161500
RL;10316;CollgCr;1Fam;7;5;2000;2000;Gable;992;Ex;Y;1865;7;3;2008;235000
RL;11526;Crawfor;1Fam;6;7;1922;1994;Gable;588;Fa;Y;2555;11;2;2008;191000
RL;10650;CollgCr;1Fam;5;6;1976;1976;Gable;894;TA;Y;894;5;1;2010;128200
RL;9600;NWAmes;1Fam;7;6;1973;1973;Hip;1242;Fa;Y;1242;6;2;2007;175500
RL;9375;CollgCr;1Fam;7;5;1997;1998;Gable;1057;Ex;Y;2034;8;2;2009;219500
RL;9790;NWAmes;1Fam;6;5;1963;1963;Hip;1328;TA;Y;1328;6;2;2010;143000
RL;10192;NWAmes;1Fam;7;6;1968;1992;Gable;570;Gd;Y;1920;8;2;2006;170000
RL;20544;NWAmes;1Fam;7;6;1986;1991;Gable;791;Gd;Y;2093;7;2;2008;215000
RL;21535;NoRidge;1Fam;10;6;1994;1995;Gable;2444;Ex;Y;4316;10;3;2007;755000
RL;10083;SawyerW;1Fam;7;5;2003;2003;Gable;1176;Ex;Y;1200;5;2;2009;184900
RL;8750;CollgCr;1Fam;7;5;1996;1996;Gable;880;Ex;Y;1716;7;2;2009;191000
RL;8064;NAmes;1Fam;5;7;1949;2006;Gable;672;Ex;Y;924;6;2;2007;122900
RL;13005;NWAmes;1Fam;7;7;1980;1980;Gable;845;TA;Y;2353;10;2;2009;260000
RL;9375;CollgCr;1Fam;8;5;2002;2002;Gable;1284;Ex;Y;2169;7;2;2007;228500
RL;9135;CollgCr;1Fam;7;5;2002;2003;Gable;1536;Ex;Y;1536;7;2;2008;214000
